,MSE_tensorflow,R2_tensorflow,MSE_own_NN,R2_own_NN,parameters_own_NN,neurons_first_hidden,learning_rate,regularization
89,1.0777,-0.0557,1.0226,-0.0016,325.0,8.0,0.0001,3.1622776601683795e-05
90,0.9775,0.0425,1.0159,0.0049,325.0,8.0,0.1,0.0001
91,1.0198,0.0011,1.0203,0.0006,325.0,8.0,0.025118864315095794,0.0001
92,1.0241,-0.0032,1.02,0.0009,325.0,8.0,0.00630957344480193,0.0001
93,1.0208,0.0001,1.02,0.0009,325.0,8.0,0.001584893192461114,0.0001
94,1.0274,-0.0063,1.0207,0.0002,325.0,8.0,0.00039810717055349735,0.0001
95,1.2474,-0.2219,1.0225,-0.0016,325.0,8.0,0.0001,0.0001
96,0.9984,0.0221,1.0158,0.005,325.0,8.0,0.1,0.00031622776601683794
97,1.0165,0.0043,1.0202,0.0007,325.0,8.0,0.025118864315095794,0.00031622776601683794
98,1.0213,-0.0004,1.02,0.0009,325.0,8.0,0.00630957344480193,0.00031622776601683794
99,1.0229,-0.0019,1.02,0.0009,325.0,8.0,0.001584893192461114,0.00031622776601683794
100,1.0208,0.0001,1.0206,0.0003,325.0,8.0,0.00039810717055349735,0.00031622776601683794
101,1.0792,-0.0571,1.0225,-0.0015,325.0,8.0,0.0001,0.00031622776601683794
102,1.0161,0.0047,1.0154,0.0054,325.0,8.0,0.1,0.001
103,1.0219,-0.001,1.0201,0.0008,325.0,8.0,0.025118864315095794,0.001
104,1.0155,0.0053,1.02,0.0009,325.0,8.0,0.00630957344480193,0.001
105,1.0208,0.0001,1.0199,0.001,325.0,8.0,0.001584893192461114,0.001
106,1.0239,-0.0029,1.0204,0.0005,325.0,8.0,0.00039810717055349735,0.001
107,1.226,-0.2009,1.0222,-0.0013,325.0,8.0,0.0001,0.001
